brickname,brickid,coverage_class_exact_indicator
3139m420,110312,required
3139m427,107106,required
3139m432,104991,required
3139m437,102892,required
3139m455,95682,required
3139m460,93663,required
3139m480,85766,required
3139m485,83839,required
3139m497,79102,required
3139m510,74483,required
3139m537,64754,required
3139m545,62206,required
3139m552,59704,required
3139m567,54840,required
3139m582,50164,required
3139m607,42799,required
3139m625,37968,required
3139m652,30928,required
3139m660,29126,required
3139m690,22441,required
3139m700,20400,required
3139m722,16159,required
3139m730,14849,required
3139m765,9466,required
3139m800,5271,required
3139m835,2288,required
3140m407,115740,required
3140m412,113557,required
3140m417,111390,required
3140m422,109239,required
3140m445,99776,required
3140m450,97721,required
3140m467,90667,required
3140m492,80983,required
3140m505,76316,required
3140m512,73574,required
3140m520,70878,required
3140m532,66479,required
3140m540,63899,required
3140m547,61367,required
3140m570,54047,required
3140m577,51701,required
3140m592,47153,required
3140m600,44951,required
3140m635,35329,required
3140m642,33409,required
3140m662,28537,required
3140m672,26240,required
3140m680,24578,required
3140m702,19905,required
3140m712,17984,required
3140m745,12396,required
3140m755,10883,required
3140m787,6629,required
3140m790,6344,required
3140m862,803,required
3141m397,120154,required
3141m402,117939,required
3141m425,108170,required
3141m430,106047,required
3141m435,103940,required
3141m440,101849,required
3141m462,92660,required
3141m465,91661,required
3141m470,89678,required
3141m482,84801,required
3141m495,80040,required
3141m500,78169,required
3141m507,75397,required
3141m527,68224,required
3141m535,65614,required
3141m555,58881,required
3141m562,56441,required
3141m572,53260,required
3141m580,50930,required
3141m587,48648,required
3141m595,46414,required
3141m602,44228,required
3141m610,42092,required
3141m627,37301,required
3141m637,34684,required
3141m645,32780,required
3141m675,25681,required
3141m682,24035,required
3141m692,21922,required
3141m732,14424,required
3141m735,14005,required
3141m767,9127,required
3141m777,7830,required
3141m812,4065,required
3141m815,3842,required
3142m400,119045,required
3142m405,116838,required
3142m410,114647,required
3142m415,112472,required
3142m420,110313,required
3142m442,100810,required
3142m447,98747,required
3142m452,96700,required
3142m455,95683,required
3142m460,93664,required
3142m472,88693,required
3142m477,86738,required
3142m490,81931,required
3142m502,77240,required
3142m522,69989,required
3142m530,67349,required
3142m550,60534,required
3142m557,58062,required
3142m565,55638,required
3142m605,43511,required
3142m612,41391,required
3142m620,39321,required
3142m647,32157,required
3142m665,27954,required
3142m695,21409,required
3142m705,19416,required
3142m747,12009,required
3142m757,10520,required
3142m802,5018,required
3143m427,107107,required
3143m432,104992,required
3143m437,102893,required
3143m445,99777,required
3143m450,97722,required
3143m467,90668,required
3143m480,85767,required
3143m485,83840,required
3143m497,79103,required
3143m510,74484,required
3143m525,69104,required
3143m537,64755,required
3143m545,62207,required
3143m552,59705,required
3143m560,57249,required
3143m590,47899,required
3143m597,45681,required
3143m615,40696,required
3143m622,38642,required
3143m630,36638,required
3143m667,27377,required
3143m685,23498,required
3143m725,15718,required
3143m737,13594,required
3143m792,6067,required
3143m850,1385,required
3144m397,120155,required
3144m407,115741,required
3144m412,113558,required
3144m417,111391,required
3144m422,109240,required
3144m425,108171,required
3144m430,106048,required
3144m435,103941,required
3144m440,101850,required
3144m457,94672,required
3144m462,92661,required
3144m475,87714,required
3144m492,80984,required
3144m505,76317,required
3144m512,73575,required
3144m540,63900,required
3144m547,61368,required
3144m567,54841,required
3144m575,52479,required
3144m607,42800,required
3144m632,35981,required
3144m640,34045,required
3144m650,31540,required
3144m687,22967,required
3144m707,18933,required
3144m717,17060,required
3144m760,10163,required
3144m770,8794,required
3144m780,7521,required
3144m840,1962,required
3145m400,119046,required
3145m405,116839,required
3145m410,114648,required
3145m415,112473,required
3145m420,110314,required
3145m442,100811,required
3145m447,98748,required
3145m452,96701,required
3145m465,91662,required
3145m470,89679,required
3145m482,84802,required
3145m495,80041,required
3145m500,78170,required
3145m507,75398,required
3145m527,68225,required
3145m535,65615,required
3145m542,63051,required
3145m555,58882,required
3145m562,56442,required
3145m570,54048,required
3145m577,51702,required
3145m585,49404,required
3145m592,47154,required
3145m600,44952,required
3145m635,35330,required
3145m642,33410,required
3145m652,30929,required
3145m660,29127,required
3145m670,26806,required
3145m677,25128,required
3145m720,16607,required
3145m727,15281,required
3145m740,13189,required
3145m750,11628,required
3145m817,3627,required
3145m827,2826,required
3146m427,107108,required
3146m432,104993,required
3146m437,102894,required
3146m455,95684,required
3146m460,93665,required
3146m477,86739,required
3146m490,81932,required
3146m502,77241,required
3146m515,72672,required
3146m517,71773,required
3146m522,69990,required
3146m530,67350,required
3146m550,60535,required
3146m557,58063,required
3146m565,55639,required
3146m572,53261,required
3146m580,50931,required
3146m587,48649,required
3146m595,46415,required
3146m602,44229,required
3146m610,42093,required
3146m662,28538,required
3146m672,26241,required
3146m680,24579,required
3146m690,22442,required
3146m700,20401,required
3146m710,18456,required
3146m782,7218,required
3146m795,5796,required
3146m805,4771,required
3147m397,120156,required
3147m402,117941,required
3147m407,115742,required
3147m412,113559,required
3147m417,111392,required
3147m422,109241,required
3147m445,99778,required
3147m450,97723,required
3147m467,90669,required
3147m480,85768,required
3147m485,83841,required
3147m497,79104,required
3147m510,74485,required
3147m525,69105,required
3147m537,64756,required
3147m545,62208,required
3147m552,59706,required
3147m560,57250,required
3147m605,43512,required
3147m620,39322,required
3147m627,37302,required
3147m637,34685,required
3147m645,32781,required
3147m722,16160,required
3147m730,14850,required
3147m742,12790,required
3147m752,11253,required
3147m762,9812,required
3147m772,8467,required
3148m425,108172,required
3148m430,106049,required
3148m435,103942,required
3148m440,101851,required
3148m457,94673,required
3148m462,92662,required
3148m475,87715,required
3148m487,82884,required
3148m492,80985,required
3148m505,76318,required
3148m512,73576,required
3148m520,70880,required
3148m532,66481,required
3148m540,63901,required
3148m575,52480,required
3148m582,50166,required
3148m590,47900,required
3148m597,45682,required
3148m615,40697,required
3148m622,38643,required
3148m630,36639,required
3148m647,32158,required
3148m655,30324,required
3148m665,27955,required
3148m675,25682,required
3148m682,24036,required
3148m692,21923,required
3148m702,19906,required
3148m712,17985,required
3149m400,119047,required
3149m405,116840,required
3149m410,114649,required
3149m415,112474,required
3149m420,110315,required
3149m442,100812,required
3149m447,98749,required
3149m452,96702,required
3149m465,91663,required
3149m470,89680,required
3149m482,84803,required
3149m495,80042,required
3150m397,120157,required
3150m402,117942,required
3150m407,115743,required
3150m412,113560,required
3150m417,111393,required
3150m427,107109,required
3150m432,104994,required
3150m437,102895,required
3150m445,99779,required
3150m450,97724,required
3150m455,95685,required
3150m460,93666,required
3150m467,90670,required
3150m472,88695,required
3150m477,86740,required
3150m480,85769,required
3150m485,83842,required
3150m490,81933,required
3150m497,79105,required
3150m502,77242,required
3150m535,65616,required
3150m542,63052,required
3150m555,58883,required
3150m562,56443,required
3150m570,54049,required
3150m577,51703,required
3150m585,49405,required
3150m592,47155,required
3150m600,44953,required
3150m607,42801,required
3150m632,35982,required
3150m640,34046,required
3150m650,31541,required
3150m667,27378,required
3150m685,23499,required
3150m695,21410,required
3150m715,17520,required
3150m732,14425,required
3150m735,14006,required
3150m745,12397,required
3150m755,10884,required
3150m765,9467,required
3150m775,8146,required
3150m785,6921,required
3150m797,5531,required
3150m807,4530,required
3150m820,3418,required
3150m830,2641,required
3150m842,1809,required
3150m852,1256,required
3150m865,706,required
3150m877,312,required
3150m887,111,required
3151m430,106050,required
3151m435,103943,required
3151m440,101852,required
3151m457,94674,required
3151m462,92663,required
3151m487,82885,required
3151m492,80986,required
3151m517,71774,required
3151m522,69991,required
3151m530,67351,required
3151m550,60536,required
3151m557,58064,required
3151m565,55640,required
3151m572,53262,required
3151m580,50932,required
3151m587,48650,required
3151m595,46416,required
3151m610,42094,required
3151m617,40008,required
3151m635,35331,required
3151m642,33411,required
3151m652,30930,required
3151m660,29128,required
3151m670,26807,required
3151m677,25129,required
3151m687,22968,required
3151m697,20903,required
3151m707,18934,required
3151m717,17061,required
3152m400,119048,required
3152m405,116841,required
3152m410,114650,required
3152m415,112475,required
3152m420,110316,required
3152m442,100813,required
3152m447,98750,required
3152m452,96703,required
3152m465,91664,required
3152m482,84804,required
3152m495,80043,required
3152m500,78172,required
3152m507,75400,required
3152m525,69106,required
3152m545,62209,required
3152m552,59707,required
3152m560,57251,required
3152m605,43513,required
3152m612,41393,required
3152m620,39323,required
3152m627,37303,required
3152m645,32782,required
3152m725,15719,required
3152m737,13595,required
3152m747,12010,required
3152m757,10521,required
3152m777,7831,required
3153m427,107110,required
3153m432,104995,required
3153m437,102896,required
3153m455,95686,required
3153m460,93667,required
3153m472,88696,required
3153m477,86741,required
3153m490,81934,required
3153m502,77243,required
3153m520,70881,required
3153m532,66482,required
3153m540,63902,required
3153m547,61370,required
3153m567,54843,required
3153m575,52481,required
3153m582,50167,required
3153m590,47901,required
3153m597,45683,required
3153m615,40698,required
3153m662,28539,required
3153m672,26242,required
3153m680,24580,required
3153m690,22443,required
3153m710,18457,required
3153m787,6630,required
3153m790,6345,required
3153m810,4295,required
3154m397,120158,required
3154m402,117943,required
3154m407,115744,required
3154m412,113561,required
3154m417,111394,required
3154m422,109243,required
3154m445,99780,required
3154m450,97725,required
3154m467,90671,required
3154m480,85770,required
3154m485,83843,required
3154m497,79106,required
3154m510,74487,required
3154m527,68227,required
3154m535,65617,required
3154m542,63053,required
3154m555,58884,required
3154m562,56444,required
3154m570,54050,required
3154m577,51704,required
3154m585,49406,required
3154m592,47156,required
3154m600,44954,required
3154m622,38644,required
3154m630,36640,required
3154m647,32159,required
3154m655,30325,required
3154m665,27956,required
3154m675,25683,required
3154m720,16608,required
3154m727,15282,required
3154m740,13190,required
3154m822,3215,required
3155m405,116842,required
3155m410,114651,required
3155m415,112476,required
3155m420,110317,required
3155m425,108174,required
3155m430,106051,required
3155m435,103944,required
3155m440,101853,required
3155m457,94675,required
3155m462,92664,required
3155m475,87717,required
3155m487,82886,required
3155m492,80987,required
3155m522,69992,required
3155m530,67352,required
3155m550,60537,required
3155m557,58065,required
3155m565,55641,required
3155m572,53263,required
3155m580,50933,required
3155m607,42802,required
3155m625,37971,required
3155m632,35983,required
3155m640,34047,required
3155m650,31542,required
3155m682,24037,required
3155m692,21924,required
3155m702,19907,required
3155m712,17986,required
3155m760,10164,required
3155m770,8795,required
3155m780,7522,required
3155m832,2462,required
3156m427,107111,required
3156m432,104996,required
3156m437,102897,required
3156m442,100814,required
3156m447,98751,required
3156m452,96704,required
3156m465,91665,required
3156m470,89682,required
3156m482,84805,required
3156m500,78173,required
3156m507,75401,required
3156m537,64758,required
3156m545,62210,required
3156m560,57252,required
3156m587,48651,required
3156m595,46417,required
3156m602,44231,required
3156m610,42095,required
3156m617,40009,required
3156m635,35332,required
3156m657,29724,required
3156m667,27379,required
3156m685,23500,required
3156m722,16161,required
3156m730,14851,required
3156m742,12791,required
3156m792,6068,required
3156m845,1662,required
3157m397,120159,required
3157m402,117944,required
3157m407,115745,required
3157m412,113562,required
3157m417,111395,required
3157m422,109244,required
3157m450,97726,required
3157m455,95687,required
3157m460,93668,required
3157m472,88697,required
3157m477,86742,required
3157m490,81935,required
3157m502,77244,required
3157m520,70882,required
3157m532,66483,required
3157m540,63903,required
3157m547,61371,required
3157m567,54844,required
3157m605,43514,required
3157m612,41394,required
3157m620,39324,required
3157m642,33412,required
3157m652,30931,required
3157m660,29129,required
3157m670,26808,required
3157m695,21411,required
3157m705,19418,required
3157m715,17521,required
3157m762,9813,required
3157m855,1133,required
3158m400,119050,required
3158m425,108175,required
3158m430,106052,required
3158m435,103945,required
3158m440,101854,required
3158m457,94676,required
3158m467,90672,required
3158m480,85771,required
3158m485,83844,required
3158m497,79107,required
3158m510,74488,required
3158m515,72675,required
3158m535,65618,required
3158m542,63054,required
3158m555,58885,required
3158m562,56445,required
3158m575,52482,required
3158m582,50168,required
3158m590,47902,required
3158m597,45684,required
3158m627,37304,required
3158m637,34687,required
3158m645,32783,required
3158m677,25130,required
3158m687,22969,required
3158m697,20904,required
3158m732,14426,required
3158m735,14007,required
3158m772,8468,required
3158m812,4066,required
3158m815,3843,required
3158m857,1016,required
3159m405,116843,required
3159m410,114652,required
3159m415,112477,required
3159m420,110318,required
3159m447,98752,required
3159m452,96705,required
3159m462,92665,required
3159m465,91666,required
3159m475,87718,required
3159m487,82887,required
3159m492,80988,required
3159m512,73579,required
3159m517,71776,required
3159m522,69993,required
3159m550,60538,required
3159m557,58066,required
3159m570,54051,required
3159m577,51705,required
3159m585,49407,required
3159m592,47157,required
3159m600,44955,required
3159m615,40699,required
3159m630,36641,required
3159m662,28540,required
3159m672,26243,required
3159m680,24581,required
3159m707,18935,required
3159m717,17062,required
3159m745,12398,required
3159m755,10885,required
3159m782,7219,required
3159m825,3018,required
3160m397,120160,required
3160m402,117945,required
3160m407,115746,required
3160m412,113563,required
3160m417,111396,required
3160m422,109245,required
3160m427,107112,required
3160m432,104997,required
3160m437,102898,required
3160m455,95688,required
3160m460,93669,required
3160m470,89683,required
3160m482,84806,required
3160m495,80045,required
3160m500,78174,required
3160m507,75402,required
3160m525,69108,required
3160m537,64759,required
3160m545,62211,required
3160m552,59709,required
3160m565,55642,required
3160m580,50934,required
3160m587,48652,required
3160m607,42803,required
3160m625,37972,required
3160m647,32160,required
3160m655,30326,required
3160m665,27957,required
3160m690,22444,required
3160m700,20403,required
3160m725,15720,required
3160m765,9468,required
3160m795,5797,required
3160m835,2289,required
3160m867,615,required
3161m425,108176,required
3161m430,106053,required
3161m445,99782,required
3161m450,97727,required
3161m467,90673,required
3161m472,88698,required
3161m477,86743,required
3161m490,81936,required
3161m502,77245,required
3161m520,70883,required
3161m532,66484,required
3161m540,63904,required
3161m547,61372,required
3161m560,57253,required
3161m595,46418,required
3161m602,44232,required
3161m610,42096,required
3161m617,40010,required
3161m632,35984,required
3161m640,34048,required
3161m650,31543,required
3161m682,24038,required
3161m710,18458,required
3161m737,13596,required
3161m747,12011,required
3161m805,4772,required
3161m837,2122,required
3162m400,119051,required
3162m405,116844,required
3162m410,114653,required
3162m415,112478,required
3162m420,110319,required
3162m435,103946,required
3162m440,101855,required
3162m457,94677,required
3162m462,92666,required
3162m475,87719,required
3162m480,85772,required
3162m485,83845,required
3162m497,79108,required
3162m510,74489,required
3162m515,72676,required
3162m527,68229,required
3162m535,65619,required
3162m542,63055,required
3162m575,52483,required
3162m582,50169,required
3162m605,43515,required
3162m612,41395,required
3162m635,35333,required
3162m642,33413,required
3162m657,29725,required
3162m667,27380,required
3162m692,21925,required
3162m702,19908,required
3162m720,16609,required
3162m727,15283,required
3162m757,10522,required
3162m785,6922,required
3162m817,3628,required
3163m397,120161,required
3163m402,117946,required
3163m407,115747,required
3163m427,107113,required
3163m432,104998,required
3163m437,102899,required
3163m442,100816,required
3163m447,98753,required
3163m452,96706,required
3163m465,91667,required
3163m470,89684,required
3163m487,82888,required
3163m492,80989,required
3163m505,76322,required
3163m512,73580,required
3163m517,71777,required
3163m522,69994,required
3163m555,58886,required
3163m562,56446,required
3163m570,54052,required
3163m577,51706,required
3163m590,47903,required
3163m597,45685,required
3163m620,39325,required
3163m627,37305,required
3163m660,29130,required
3163m685,23501,required
3163m712,17987,required
3163m740,13191,required
3163m767,9129,required
3163m797,5532,required
3163m847,1521,required
3164m412,113564,required
3164m417,111397,required
3164m422,109246,required
3164m445,99783,required
3164m450,97728,required
3164m455,95689,required
3164m460,93670,required
3164m472,88699,required
3164m477,86744,required
3164m482,84807,required
3164m495,80046,required
3164m507,75403,required
3164m525,69109,required
3164m537,64760,required
3164m550,60539,required
3164m557,58067,required
3164m565,55643,required
3164m572,53265,required
3164m585,49408,required
3164m592,47158,required
3164m600,44956,required
3164m615,40700,required
3164m622,38646,required
3164m637,34688,required
3164m645,32784,required
3164m670,26809,required
3164m677,25131,required
3164m705,19419,required
3164m722,16162,required
3164m730,14852,required
3164m750,11630,required
3164m777,7832,required
3164m827,2827,required
3165m395,121275,required
3165m400,119052,required
3165m405,116845,required
3165m410,114654,required
3165m415,112479,required
3165m420,110320,required
3165m425,108177,required
3165m430,106054,required
3165m435,103947,required
3165m440,101856,required
3165m467,90674,required
3165m480,85773,required
3165m490,81937,required
3165m502,77246,required
3165m532,66485,required
3165m540,63905,required
3165m545,62212,required
3165m552,59710,required
3165m560,57254,required
3165m580,50935,required
3165m595,46419,required
3165m607,42804,required
3165m630,36642,required
3165m662,28541,required
3165m687,22970,required
3165m715,17522,required
3165m742,12792,required
3165m760,10165,required
3165m787,6631,required
3165m807,4531,required
3166m427,107114,required
3166m442,100817,required
3166m447,98754,required
3166m457,94678,required
3166m462,92667,required
3166m475,87720,required
3166m497,79109,required
3166m510,74490,required
3166m515,72677,required
3166m527,68230,required
3166m535,65620,required
3166m547,61373,required
3166m602,44233,required
3166m610,42097,required
3166m625,37973,required
3166m632,35985,required
3166m640,34049,required
3166m647,32161,required
3166m655,30327,required
3166m672,26244,required
3166m680,24582,required
3166m697,20905,required
3166m707,18936,required
3166m770,8796,required
3166m790,6346,required
3166m880,253,required
3167m397,120162,required
3167m402,117947,required
3167m407,115748,required
3167m412,113565,required
3167m417,111398,required
3167m422,109247,required
3167m432,104999,required
3167m437,102900,required
3167m455,95690,required
3167m460,93671,required
3167m465,91668,required
3167m470,89685,required
3167m482,84808,required
3167m487,82889,required
3167m492,80990,required
3167m505,76323,required
3167m512,73581,required
3167m517,71778,required
3167m530,67355,required
3167m542,63056,required
3167m555,58887,required
3167m562,56447,required
3167m575,52484,required
3167m582,50170,required
3167m605,43516,required
3167m617,40011,required
3167m650,31544,required
3167m665,27958,required
3167m675,25685,required
3167m690,22445,required
3167m717,17063,required
3167m732,14427,required
3167m735,14008,required
3167m752,11255,required
3167m780,7523,required
3167m800,5273,required
3167m820,3419,required
3167m840,1963,required
3167m860,907,required
3168m400,119053,required
3168m405,116846,required
3168m410,114655,required
3168m425,108178,required
3168m430,106055,required
3168m435,103948,required
3168m445,99784,required
3168m450,97729,required
3168m472,88700,required
3168m477,86745,required
3168m490,81938,required
3168m500,78176,required
3168m507,75404,required
3168m525,69110,required
3168m537,64761,required
3168m550,60540,required
3168m557,58068,required
3168m570,54053,required
3168m597,45686,required
3168m612,41396,required
3168m620,39326,required
3168m627,37306,required
3168m635,35334,required
3168m642,33414,required
3168m657,29726,required
3168m667,27381,required
3168m682,24039,required
3168m700,20404,required
3168m725,15721,required
3168m745,12399,required
3168m762,9814,required
3169m415,112480,required
3169m420,110321,required
3169m440,101857,required
3169m457,94679,required
3169m462,92668,required
3169m467,90675,required
3169m480,85774,required
3169m485,83847,required
3169m502,77247,required
3169m520,70885,required
3169m532,66486,required
3169m545,62213,required
3169m552,59711,required
3169m565,55644,required
3169m580,50936,required
3169m585,49409,required
3169m592,47159,required
3169m600,44957,required
3169m615,40701,required
3169m637,34689,required
3169m652,30933,required
3169m660,29131,required
3169m692,21926,required
3169m710,18459,required
3169m737,13597,required
3169m755,10886,required
3169m772,8469,required
3169m792,6069,required
3169m810,4296,required
3170m397,120163,required
3170m402,117948,required
3170m407,115749,required
3170m412,113566,required
3170m417,111399,required
3170m427,107115,required
3170m432,105000,required
3170m437,102901,required
3170m442,100818,required
3170m447,98755,required
3170m452,96708,required
3170m465,91669,required
3170m470,89686,required
3170m475,87721,required
3170m487,82890,required
3170m492,80991,required
3170m497,79110,required
3170m510,74491,required
3170m527,68231,required
3170m535,65621,required
3170m540,63906,required
3170m547,61374,required
3170m587,48654,required
3170m595,46420,required
3170m607,42805,required
3170m622,38647,required
3170m630,36643,required
3170m645,32785,required
3170m670,26810,required
3170m685,23502,required
3170m702,19909,required
3170m720,16610,required
3170m727,15284,required
3170m830,2642,required
3170m850,1386,required
3171m395,121277,required
3171m400,119054,required
3171m422,109248,required
3171m425,108179,required
3171m445,99785,required
3171m460,93672,required
3171m482,84809,required
3171m505,76324,required
3171m512,73582,required
3171m517,71779,required
3171m522,69996,required
3171m530,67356,required
3171m555,58888,required
3171m575,52485,required
3171m602,44234,required
3171m610,42098,required
3171m647,32162,required
3171m662,28542,required
3171m677,25132,required
3171m695,21413,required
3171m712,17988,required
3171m747,12012,required
3171m765,9469,required
3171m782,7220,required
3171m802,5020,required
3172m405,116847,required
3172m410,114656,required
3172m415,112481,required
3172m420,110322,required
3172m430,106056,required
3172m435,103949,required
3172m440,101858,required
3172m450,97730,required
3172m467,90676,required
3172m472,88701,required
3172m477,86746,required
3172m490,81939,required
3172m495,80048,required
3172m500,78177,required
3172m507,75405,required
3172m525,69111,required
3172m550,60541,required
3172m562,56448,required
3172m582,50171,required
3172m590,47905,required
3172m605,43517,required
3172m632,35986,required
3172m640,34050,required
3172m655,30328,required
3172m672,26245,required
3172m687,22971,required
3172m705,19420,required
3172m722,16163,required
3172m740,13192,required
3172m757,10523,required
3172m775,8148,required
3172m822,3216,required
3172m870,530,required
3173m397,120164,required
3173m402,117949,required
3173m407,115750,required
3173m427,107116,required
3173m432,105001,required
3173m442,100819,required
3173m447,98756,required
3173m452,96709,required
3173m457,94680,required
3173m462,92669,required
3173m475,87722,required
3173m480,85775,required
3173m485,83848,required
3173m502,77248,required
3173m520,70886,required
3173m532,66487,required
3173m537,64762,required
3173m545,62214,required
3173m557,58069,required
3173m577,51708,required
3173m585,49410,required
3173m597,45687,required
3173m612,41397,required
3173m620,39327,required
3173m635,35335,required
3173m650,31545,required
3173m665,27959,required
3173m680,24583,required
3173m697,20906,required
3173m715,17523,required
3173m750,11631,required
3174m417,111400,required
3174m422,109249,required
3174m437,102902,required
3174m455,95692,required
3174m465,91670,required
3174m470,89687,required
3174m487,82891,required
3174m492,80992,required
3174m497,79111,required
3174m510,74492,required
3174m515,72679,required
3174m527,68232,required
3174m540,63907,required
3174m552,59712,required
3174m560,57256,required
3174m572,53267,required
3174m580,50937,required
3174m592,47160,required
3174m600,44958,required
3174m615,40702,required
3174m627,37307,required
3174m642,33415,required
3174m657,29727,required
3174m675,25686,required
3174m690,22446,required
3174m707,18937,required
3174m767,9130,required
3174m785,6923,required
3174m812,4067,required
3174m842,1810,required
3175m395,121278,required
3175m400,119055,required
3175m405,116848,required
3175m410,114657,required
3175m415,112482,required
3175m420,110323,required
3175m425,108180,required
3175m430,106057,required
3175m435,103950,required
3175m440,101859,required
3175m445,99786,required
3175m450,97731,required
3175m460,93673,required
3175m472,88702,required
3175m477,86747,required
3175m482,84810,required
3175m495,80049,required
3175m505,76325,required
3175m512,73583,required
3175m517,71780,required
3175m522,69997,required
3175m530,67357,required
3175m535,65622,required
3175m587,48655,required
3175m595,46421,required
3175m607,42806,required
3175m622,38648,required
3175m630,36644,required
3175m637,34690,required
3175m645,32786,required
3175m652,30934,required
3175m660,29132,required
3175m667,27382,required
3175m682,24040,required
3175m700,20405,required
3175m717,17064,required
3175m732,14428,required
3175m742,12793,required
3175m760,10166,required
3175m815,3844,required
3175m832,2463,required
3176m397,120165,required
3176m402,117950,required
3176m442,100820,required
3176m457,94681,required
3176m467,90677,required
3176m490,81940,required
3176m500,78178,required
3176m507,75406,required
3176m525,69112,required
3176m555,58889,required
3176m567,54848,required
3176m575,52486,required
3176m602,44235,required
3176m625,37975,required
3176m692,21927,required
3176m710,18460,required
3176m725,15722,required
3176m735,14009,required
3176m752,11256,required
3176m777,7833,required
3176m805,4773,required
3177m407,115751,required
3177m412,113568,required
3177m417,111401,required
3177m422,109250,required
3177m427,107117,required
3177m432,105002,required
3177m437,102903,required
3177m447,98757,required
3177m452,96710,required
3177m462,92670,required
3177m475,87723,required
3177m480,85776,required
3177m485,83849,required
3177m497,79112,required
3177m502,77249,required
3177m537,64763,required
3177m545,62215,required
3177m550,60542,required
3177m557,58070,required
3177m570,54055,required
3177m577,51709,required
3177m582,50172,required
3177m590,47906,required
3177m617,40013,required
3177m632,35987,required
3177m647,32163,required
3177m662,28543,required
3177m670,26811,required
3177m677,25133,required
3177m685,23503,required
3177m745,12400,required
3177m770,8797,required
3177m797,5533,required
3177m862,804,required
3178m400,119056,required
3178m405,116849,required
3178m410,114658,required
3178m425,108181,required
3178m430,106058,required
3178m445,99787,required
3178m455,95693,required
3178m460,93674,required
3178m465,91671,required
3178m470,89688,required
3178m487,82892,required
3178m492,80993,required
3178m510,74493,required
3178m527,68233,required
3178m532,66488,required
3178m540,63908,required
3178m552,59713,required
3178m560,57257,required
3178m565,55646,required
3178m572,53268,required
3178m585,49411,required
3178m597,45688,required
3178m612,41398,required
3178m640,34051,required
3178m655,30329,required
3178m672,26246,required
3178m695,21414,required
3178m712,17989,required
3178m720,16611,required
3178m737,13598,required
3178m762,9815,required
3178m787,6632,required
3178m825,3019,required
3179m415,112483,required
3179m420,110324,required
3179m435,103951,required
3179m440,101860,required
3179m450,97732,required
3179m472,88703,required
3179m477,86748,required
3179m482,84811,required
3179m495,80050,required
3179m505,76326,required
3179m512,73584,required
3179m522,69998,required
3179m535,65623,required
3179m547,61376,required
3179m580,50938,required
3179m592,47161,required
3179m600,44959,required
3179m620,39328,required
3179m627,37308,required
3179m635,35336,required
3179m650,31546,required
3179m665,27960,required
3179m680,24584,required
3179m687,22972,required
3179m727,15285,required
3179m755,10887,required
3179m780,7524,required
3179m790,6347,required
3179m852,1257,required
3180m397,120166,required
3180m402,117951,required
3180m407,115752,required
3180m412,113569,required
3180m417,111402,required
3180m427,107118,required
3180m432,105003,required
3180m442,100821,required
3180m447,98758,required
3180m452,96711,required
3180m457,94682,required
3180m462,92671,required
3180m467,90678,required
3180m480,85777,required
3180m490,81941,required
3180m500,78179,required
3180m507,75407,required
3180m525,69113,required
3180m530,67358,required
3180m555,58890,required
3180m567,54849,required
3180m587,48656,required
3180m595,46422,required
3180m607,42807,required
3180m615,40703,required
3180m622,38649,required
3180m637,34691,required
3180m657,29728,required
3180m697,20907,required
3180m722,16164,required
3180m747,12013,required
3180m772,8470,required
3180m807,4532,required
3180m817,3629,required
3180m890,76,required
3181m400,119057,required
3181m405,116850,required
3181m422,109251,required
3181m437,102904,required
3181m465,91672,required
3181m470,89689,required
3181m475,87724,required
3181m485,83850,required
3181m497,79113,required
3181m502,77250,required
3181m550,60543,required
3181m562,56450,required
3181m570,54056,required
3181m575,52487,required
3181m582,50173,required
3181m602,44236,required
3181m630,36645,required
3181m652,30935,required
3181m667,27383,required
3181m682,24041,required
3181m690,22447,required
3181m715,17524,required
3181m730,14854,required
3181m740,13193,required
3181m800,5274,required
3181m845,1663,required
3182m410,114659,required
3182m415,112484,required
3182m420,110325,required
3182m425,108182,required
3182m430,106059,required
3182m435,103952,required
3182m440,101861,required
3182m445,99788,required
3182m450,97733,required
3182m455,95694,required
3182m460,93675,required
3182m482,84812,required
3182m487,82893,required
3182m492,80994,required
3182m510,74494,required
3182m527,68234,required
3182m532,66489,required
3182m540,63909,required
3182m545,62216,required
3182m552,59714,required
3182m557,58071,required
3182m577,51710,required
3182m590,47907,required
3182m605,43519,required
3182m610,42100,required
3182m625,37976,required
3182m660,29133,required
3182m707,18938,required
3182m757,10524,required
3182m835,2290,required
3183m397,120167,required
3183m402,117952,required
3183m407,115753,required
3183m412,113570,required
3183m427,107119,required
3183m442,100822,required
3183m457,94683,required
3183m467,90679,required
3183m472,88704,required
3183m477,86749,required
3183m495,80051,required
3183m500,78180,required
3183m505,76327,required
3183m517,71782,required
3183m535,65624,required
3183m547,61377,required
3183m560,57258,required
3183m572,53269,required
3183m585,49412,required
3183m597,45689,required
3183m612,41399,required
3183m632,35988,required
3183m640,34052,required
3183m647,32164,required
3183m662,28544,required
3183m670,26812,required
3183m685,23504,required
3183m692,21928,required
3183m717,17065,required
3183m750,11632,required
3183m782,7221,required
3183m792,6070,required
3183m827,2828,required
3183m837,2123,required
3184m400,119058,required
3184m417,111403,required
3184m422,109252,required
3184m432,105004,required
3184m437,102905,required
3184m447,98759,required
3184m452,96712,required
3184m462,92672,required
3184m480,85778,required
3184m485,83851,required
